AL, 05, 2005071100,   , BEST,   0, 107N,  424W,  25, 1010, TD,   0,    ,    0,    0,    0,    0, 1013,  150,  30,  35,   0,   L,   0,    ,   0,   0,       FIVE, D, 
AL, 05, 2005071106,   , BEST,   0, 108N,  434W,  30, 1009, TD,   0,    ,    0,    0,    0,    0, 1013,  150,  30,  40,   0,   L,   0,    ,   0,   0,       FIVE, D, 
AL, 05, 2005071112,   , BEST,   0, 109N,  444W,  30, 1009, TD,   0,    ,    0,    0,    0,    0, 1012,  150,  30,  40,   0,   L,   0,    ,   0,   0,       FIVE, D, 
AL, 05, 2005071118,   , BEST,   0, 110N,  454W,  30, 1007, TD,   0,    ,    0,    0,    0,    0, 1012,  150,  30,  40,   0,   L,   0,    ,   0,   0,       FIVE, D, 
AL, 05, 2005071200,   , BEST,   0, 110N,  468W,  35, 1006, TS,  34, NEQ,   30,   20,   20,   30, 1012,  150,  25,  45,   0,   L,   0,    ,   0,   0,       FIVE, D, 
AL, 05, 2005071206,   , BEST,   0, 110N,  485W,  40, 1005, TS,  34, NEQ,   30,   20,   20,   30, 1012,  150,  25,  50,   0,   L,   0,    ,   0,   0,      EMILY, D, 
AL, 05, 2005071212,   , BEST,   0, 110N,  502W,  45, 1004, TS,  34, NEQ,   45,   20,   20,   45, 1012,  150,  25,  55,   0,   L,   0,    ,   0,   0,      EMILY, D, 
AL, 05, 2005071218,   , BEST,   0, 110N,  520W,  45, 1004, TS,  34, NEQ,   45,   20,   20,   45, 1012,  150,  20,  55,   0,   L,   0,    ,   0,   0,      EMILY, D, 
AL, 05, 2005071300,   , BEST,   0, 110N,  537W,  45, 1003, TS,  34, NEQ,   50,   50,   25,   50, 1012,  150,  20,  55,   0,   L,   0,    ,   0,   0,      EMILY, D, 
AL, 05, 2005071306,   , BEST,   0, 111N,  554W,  45, 1003, TS,  34, NEQ,   50,   75,   40,   50, 1011,  175,  20,  60,   0,   L,   0,    ,   0,   0,      EMILY, D, 
AL, 05, 2005071312,   , BEST,   0, 112N,  572W,  50, 1003, TS,  34, NEQ,   75,   80,   40,   50, 1011,  175,  45,  60,   0,   L,   0,    ,   0,   0,      EMILY, D, 
