CP, 92, 2020082800, 01, CARQ, -24, 116N, 1389W,  25,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X,   0,   0,     INVEST,  , 
CP, 92, 2020082800, 01, CARQ, -18, 118N, 1404W,  25,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X,   0,   0,     INVEST,  , 
CP, 92, 2020082800, 01, CARQ, -12, 118N, 1413W,  25,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X, 274,   8,     INVEST,  , 
CP, 92, 2020082800, 01, CARQ,  -6, 119N, 1421W,  25,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X,   0,   0,     INVEST,  , 
CP, 92, 2020082800, 01, CARQ,   0, 120N, 1428W,  25, 1008, DB,  34, NEQ,    0,    0,    0,    0, 1010,  160,  50,   0,   0,   C,   0,   X, 275,   8,     INVEST, S, 
CP, 92, 2020082800, 01, CARQ,   0, 120N, 1428W,  25, 1008, DB,  50, NEQ,    0,    0,    0,    0, 1010,  160,  50,   0,   0,   C,   0,   X, 275,   8,     INVEST, S, 
CP, 92, 2020082800, 01, CARQ,   0, 120N, 1428W,  25, 1008, DB,  64, NEQ,    0,    0,    0,    0, 1010,  160,  50,   0,   0,   C,   0,   X, 275,   8,     INVEST, S, 
CP, 92, 2020082800, 03,  CMC,   0, 119N, 1425W,  23, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 92, 2020082800, 03,  CMC,   6, 122N, 1431W,  24, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 92, 2020082800, 03,  CMC,  12, 121N, 1435W,  24, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 92, 2020082800, 03,  CMC,  18, 122N, 1440W,  24, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 92, 2020082800, 03,  CMC,  24, 123N, 1444W,  25, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 92, 2020082800, 03,  CMC,  30, 125N, 1448W,  25, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 92, 2020082800, 03,  CMC,  36, 123N, 1455W,  24, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 92, 2020082800, 03,  CMC,  42, 125N, 1466W,  24, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 92, 2020082800, 03,  CMC,  48, 126N, 1477W,  23, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 92, 2020082800, 03,  CMC,  54, 127N, 1486W,  25, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 92, 2020082800, 03,  CMC,  60, 125N, 1502W,  24, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 92, 2020082800, 03,  CMC,  66, 126N, 1515W,  23, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 92, 2020082800, 03,  CMC,  72, 129N, 1526W,  24, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 92, 2020082800, 03,  CMC,  78, 132N, 1539W,  22, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 92, 2020082800, 03,  CMC,  84, 135N, 1555W,  26, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 92, 2020082800, 03,  CMC,  90, 136N, 1572W,  25, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
